#bodytypes																																						
Id	ActorId	CreatureClass	Eccolapse	MutateBodyTypeId	Health	PainThresholdLimit	PainThresholdRegen	MeleeDamage	ResistSheet	WoundSlots	BaseActionPoints	MeleeAccuracy	RangeAccuracy	Dodge	MeleeThrowbackChance	ReceiveAmputationChance	ReceiveWoundChanceMult	AttackWoundChanceMult	QuazimorphosisReward	ScaleQuasimorphStats	IgnoreThrowback	HasInventoryWeaponSlots	HasInventoryEquipmentSlots	DeathExplosionRadius	DeathExplosionDamageType	DeathExplosionDamage	Immunity	Immobile	CanFly	HairTypesList	HairColorsList	OverrideBareHandWeapon	WeaponRandomConditionCapacity					
elite_dil	man woman		corp_dilthey	human_military	0	Specops 3 Military 2 Dilthey 8 Common 1 CyberAug 3	95 100	AssaultRifle 4 MarksmanRifle 4 Smg 4 Shotgun 4	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	50	0	0	4 6 -0.15 0.05	blunt 8 shock 8	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_fra	man woman		corp_franche	human_military	0	Specops 3 Military 2 FrancheComte 8 Common 1 CyberAug 3	95 100	Club 4 Smg 4 Shotgun 4 AssaultRifle 4 Machinegun 4	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	12 18 -0.15 0.05	blunt 8 shock 8	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_rwa	man woman		corp_realware	human_military	0	Specops 3 Military 2 RealWare 8 Common 1 CyberAug 3	95 100	AssaultRifle 4 Machinegun 4 Minigun 6 GrenadeLauncher 2 RocketLauncher 4	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	80	0	0	4 6 -0.15 0.05	blunt 10 pierce 10 lacer 10	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_sun	man woman		corp_sunlight	human_military	0	Specops 3 Military 2 Sunlight 8 Common 1 CyberAug 3	95 100	AssaultRifle 4 MarksmanRifle 4 RocketLauncher 8	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		8	55	0	0	4 6 -0.15 0.05	pierce 10 beam 10	0.10	0.15	0.10	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
elite_chu	man woman		corp_church	human_military	0	Specops 3 Military 2 ChurchRevelation 8 Common 1 CyberAug 3	95 100	AssaultRifle 2 Shotgun 2 Flamethrower 6 RocketLauncher 6	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	4 6 -0.15 0.05	pierce 12	0.10	0.15	0.10	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
elite_gra	man woman		corp_grasshopper	human_military	0	Specops 3 Military 2 Grasshopper 8 Common 1 CyberAug 3	95 100	AssaultRifle 4 Machinegun 4 MarksmanRifle 8 RocketLauncher 6	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	4 6 -0.15 0.05	pierce 8 fire 8	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_tian	man woman		class_military	human_military	0	Specops 3 Military 2 Tianming 8 Common 1 CyberAug 3	95 100	Club 4 Smg 4 Shotgun 4 AssaultRifle 4 Machinegun 4 RocketLauncher 1	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		8	55	0	0	4 6 -0.15 0.05	pierce 10 beam 10	0.10	0.15	0.10	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
elite_pirates	man woman		corp_unchained	human_military	0	Specops 3 Military 2 UnchainedBelt 8 Common 1 CyberAug 3	55 85	AssaultRifle 4 MarksmanRifle 4 Minigun 4 Machinegun 8 RocketLauncher 3	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	50	0	0	4 6 -0.15 0.05	blunt 6 pierce 6 lacer 6	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_cor	man woman		corp_coreward	human_military	0	Specops 3 Military 2 CoreWard 8 Common 1 CyberAug 3	95 100	Machinegun 6 Flamethrower 4 MarksmanRifle 6	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	4 6 -0.15 0.05	beam 12 fire 80	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_pla	man woman		corp_planetbridge	human_military	0	Specops 3 Military 2 PlanetBridge 8 Common 1 CyberAug 3	95 100	Machinegun 4 Minigun 8 MarksmanRifle 6	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	4 6 -0.15 0.05	blunt 10 pierce 10 lacer 10	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
elite_she	man woman		corp_shedu	human_military	0	Specops 3 Military 2 SheduThousand 8 Common 1 CyberAug 3 PossessedAug 0.01	50 100	AssaultRifle 4 Machinegun 4 MarksmanRifle 4 RocketLauncher 2	None 1	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	Cloth 1 LightArmor 6 MediumArmor 6 HeavyArmor 8 PowerArmor 8	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 2 Syringe 4 Medpack 5 Parts 1 Food 5 Drink 3 MilitaryBarter 3 ScienceBarter 4 Data 5		6	70	0	0	4 6 -0.15 0.05	blunt 10 pierce 10 lacer 10	0.10	0.15	0.10	1	0		FALSE	FALSE		2 6	Industrial 5 Combat 20 Recreation 5 None 70	2 4	Basic 30 None 70		
drone_civ	man woman		corp_civres	human_armed_civilian	0	CResistance 9 Reserve 2 Common 0.1	50 75	Pistol 3 Shotgun 2 Smg 2	None 1	None 2 Cloth 1 LightArmor 3	Cloth 1 LightArmor 3	Cloth 1 LightArmor 3	Cloth 1 LightArmor 3	10 18	0 1	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	10	10	0	0 0 -0.2 0.10	blunt 4 pierce 4 lacer 4	0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
medic_civ	man woman		class_medic	human_armed_civilian	0	Medical 6 CResistance 4 Common 1	50 80	Pistol 5 Smg 4	None 8 Knife 2	None 2 Cloth 1 LightArmor 3	Cloth 1 LightArmor 3	Cloth 1 LightArmor 3	Cloth 1 LightArmor 3	5 10	1 2	Grenade 1 Vest 4 Backpack 6 Pills 3 Syringe 3 Medpack 5 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 2		6	10	10	0	0 0 -0.4 -0.10		0.05	0.05	0.10	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
combatmedic_civ	man woman		class_medic	human_military	0	Medical 4 CResistance 6 Common 1	70 95	Pistol 2 Smg 4 Shotgun 4 AssaultRifle 2	None 1	Cloth 1 LightArmor 8 MediumArmor 5 HeavyArmor 6	Cloth 1 LightArmor 8 MediumArmor 5 HeavyArmor 6	Cloth 1 LightArmor 8 MediumArmor 5 HeavyArmor 6	Cloth 1 LightArmor 8 MediumArmor 5 HeavyArmor 6	6 18	1 3	Grenade 2 Vest 8 Backpack 10 Pills 3 Syringe 3 Medpack 7 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 1		6	30	20	0	2 4 -0.3 -0.10	pierce 2 lacer 2 poison 2	0.05	0.05	0.10	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
worker_civ	man woman		class_worker	human_armed_civilian	0	Worker 5 CResistance 9 Common 1	40 70	Club 3 Axe 3 Fist 2 Blade 4 Machinegun 2 Pistol 2	None 1	None 5 Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	10	0	0	0 0 -0.2 0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
miner_civ	man woman		class_miner	human_armed_civilian	0	Miner 5 CResistance 9 Common 1	50 70	Club 3 Axe 3 Fist 3 Blade 4 Pistol 2 Flamethrower 2	None 1	None 5 Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	Cloth 9 LightArmor 6 MediumArmor 5 HeavyArmor 2 PowerArmor 2	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	10	0	0	0 0 -0.2 0.10	blunt 6 pierce 6 lacer 6	0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
bruiser_civ	man woman		class_police	human_military	0	Security 1 Military 1 CResistance 9 Common 1	40 70	Fist 5 Club 5	None 1	Cloth 3 LightArmor 7 MediumArmor 10 HeavyArmor 3 PowerArmor 2	Cloth 3 LightArmor 7 MediumArmor 10 HeavyArmor 3 PowerArmor 2	Cloth 3 LightArmor 7 MediumArmor 10 HeavyArmor 3 PowerArmor 2	Cloth 3 LightArmor 7 MediumArmor 10 HeavyArmor 3 PowerArmor 2	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	40	2	0	8 12 -0.10 -0.05	blunt 6 pierce 6 lacer 6	0.25	0.00	0.10	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
agent_civ	man woman		class_military	human_military	0	Security 1 Military 1 CResistance 9 Common 1	60 90	Pistol 3 Smg 4 RocketLauncher 1	None 1	Cloth 3 LightArmor 12 MediumArmor 6	Cloth 3 LightArmor 12 MediumArmor 6	Cloth 3 LightArmor 12 MediumArmor 6	Cloth 3 LightArmor 12 MediumArmor 6	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	30	4	0	4 6 -0.15 0.05		0.05	0.25	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
security_civ	man woman		class_police	human_military	0	Military 2 CResistance 8 Common 1	40 80	Club 6 Pistol 4 Shotgun 4 Smg 4	None 1	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 7 PowerArmor 8	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 7 PowerArmor 8	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 7 PowerArmor 8	Cloth 2 LightArmor 6 MediumArmor 12 HeavyArmor 7 PowerArmor 8	5 10	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	20	20	0	6 7 -0.20 -0.05		0.00	0.10	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
soldier_civ	man woman		class_military	human_military	0	Military 2 CResistance 9 Common 1	60 90	Shotgun 4 AssaultRifle 5 MarksmanRifle 2 Machinegun 2	None 1	Cloth 1 LightArmor 7 MediumArmor 11 HeavyArmor 12 PowerArmor 6	Cloth 1 LightArmor 7 MediumArmor 11 HeavyArmor 12 PowerArmor 6	Cloth 1 LightArmor 7 MediumArmor 11 HeavyArmor 12 PowerArmor 6	Cloth 1 LightArmor 7 MediumArmor 11 HeavyArmor 12 PowerArmor 6	8 16	0 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	30	20	1	4 6 -0.15 0.05	blunt 4 pierce 4 lacer 4	0.05	0.15	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
enforcer_civ	man woman		class_military	human_military	0	Military 2 CResistance 8 Common 1	80 100	AssaultRifle 2 Flamethrower 4 Machinegun 4 Minigun 4 GrenadeLauncher 5 RocketLauncher 5	None 1	Cloth 1 LightArmor 5 MediumArmor 15 HeavyArmor 10	Cloth 1 LightArmor 5 MediumArmor 15 HeavyArmor 10	Cloth 1 LightArmor 5 MediumArmor 15 HeavyArmor 10	Cloth 1 LightArmor 5 MediumArmor 15 HeavyArmor 10	5 10	1 2	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	40	40	1	4 6 -0.15 0.05		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
elite_civ	man woman		corp_civres	human_military	0	CResistance 9 Common 1	75 85	Smg 4 AssaultRifle 4 Machinegun 4 MarksmanRifle 5 RocketLauncher 3	None 1	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 15	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 15	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 15	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10 PowerArmor 15	15 25	1 3	Grenade 1 Vest 8 Backpack 12 Pills 1 Syringe 1 Parts 1 Food 4 Drink 4 Alcohol 4 IndustrialBarter 1 RepairKit 2		6	60	30	1	4 6 -0.15 0.05	beam 5	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
elite_civ_colnode	man woman		corp_civres	human_military	0	CResistance 9 Common 1	75 85	Smg 4 AssaultRifle 5 MarksmanRifle 4	None 1	None 1	None 1	None 1	None 1	15 25	0 2	Food 0.10 Drink 0.10 Grenade 0.10 Pills 0.05 Medpack 0.05	civ_medium_armor_2 civ_medium_helmet_2 civ_medium_pants_2 civ_medium_boots_2 civ_common_smg_1	6	60	30	1	4 6 -0.15 0.05	beam 5	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_manager	man woman		class_civilian	human_armed_civilian	2	Managment 8 Faction 8 Military 1 Reserve 5 Civilian 1 Common 1	100 100	Pistol 4 Smg 4 Shotgun 4	None 1	Cloth 5 LightArmor 6 MediumArmor 3 HeavyArmor 2	Cloth 5 LightArmor 6 MediumArmor 3 HeavyArmor 2	Cloth 5 LightArmor 6 MediumArmor 3 HeavyArmor 2	Cloth 5 LightArmor 6 MediumArmor 3 HeavyArmor 2	5 10	1 3	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 Data 4		6	70	8	0	2 4 -0.65 0.05		0.25	0.17	0.04	1	0		FALSE	FALSE		1 4	Industrial 5 Recreation 10 None 85	1 1	Basic 40 None 60		
quest_professor	man woman		class_scientist	human_armed_civilian	3	Science 8 Faction 8 Common 1 Military 1 Reserve 2	100 100	Pistol 2 Smg 4 Shotgun 4 AssaultRifle 2 RocketLauncher 1	None 6 Knife 4	Cloth 5 LightArmor 8 MediumArmor 2	Cloth 5 LightArmor 8 MediumArmor 2	Cloth 5 LightArmor 8 MediumArmor 2	Cloth 5 LightArmor 8 MediumArmor 2	5 15	1 3	Grenade 1 Vest 4 Backpack 6 Pills 1 Syringe 1 Parts 1 Food 5 Drink 5 Alcohol 3 ScienceBarter 3 Data 5 Cyborg 2 Turret 2		6	70	8	0	4 6 -0.30 0.05	blunt 6 pierce 6 lacer 6 fire 2 cold 2 poison 2 shock 2 beam 2	0.25	0.15	0.04	1	0		FALSE	FALSE		0 6	Recreation 10 None 90	1 1	Basic 40 None 60		
quest_cresist_elite	man woman		class_military	human_military	2	Military 2 CResistance 10 Common 1	100 100	Smg 2 Shotgun 4 AssaultRifle 4 MarksmanRifle 2 GrenadeLauncher 2 RocketLauncher 2	None 8 Club 1 Axe 1	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10	Cloth 1 LightArmor 6 MediumArmor 12 HeavyArmor 10	4 16	0 2	Food 0.20 Drink 0.20 ThrowableWeapon 0.10 Vest 0.20 Backpack 0.05 Pills 0.05 Medpack 0.05 Syringe 0.05 MilitaryBarter 0.01 Data 0.05 Turret 0.05 Cyborg 0.05		6	110	10	0	10 14 -0.75 0.00	blunt 6 pierce 6 lacer 6 fire 2 cold 2 poison 2 shock 2 beam 2	0.25	0.27	0.04	1	0		FALSE	FALSE		1 5	Industrial 15 Combat 10 None 75	0 0	None 100		
quest_pirates_elite	man woman		class_military	human_military	2	Military 2 UnchainedBelt 10 Common 1	100 100	Smg 2 Shotgun 4 AssaultRifle 4 MarksmanRifle 2 GrenadeLauncher 2 RocketLauncher 3	None 8 Club 1 Axe 1	Cloth 1 LightArmor 12 MediumArmor 8 HeavyArmor 4	Cloth 1 LightArmor 12 MediumArmor 8 HeavyArmor 4	Cloth 1 LightArmor 12 MediumArmor 8 HeavyArmor 4	Cloth 1 LightArmor 12 MediumArmor 8 HeavyArmor 4	4 16	0 2	Food 0.20 Drink 0.20 ThrowableWeapon 0.10 Vest 0.20 Backpack 0.05 Pills 0.05 Medpack 0.05 Syringe 0.05 MilitaryBarter 0.01 Data 0.05 Turret 0.05 Cyborg 0.05		6	110	10	0	10 14 -0.75 0.00	blunt 2 pierce 2 lacer 2 fire 6 cold 6 poison 6 shock 6 beam 6	0.25	0.27	0.04	1	0		FALSE	FALSE		0 3	Industrial 5 Combat 15 Recreation 15 None 65	1 1	Basic 40 None 60		
quest_mercury_force	man woman		class_military	human_military	2	Common 2 Military 4 Faction 4	100 100	AssaultRifle 8 MarksmanRifle 8 Machinegun 4 RocketLauncher 4 Pistol 1	Pistol 5 None 5	Cloth 3 LightArmor 6 MediumArmor 9 HeavyArmor 9 PowerArmor 6	Cloth 3 LightArmor 6 MediumArmor 9 HeavyArmor 9 PowerArmor 6	Cloth 3 LightArmor 6 MediumArmor 9 HeavyArmor 9 PowerArmor 6	Cloth 3 LightArmor 6 MediumArmor 9 HeavyArmor 9 PowerArmor 6	5 15	0 2	Food 0.20 Drink 0.20 ThrowableWeapon 0.10 Vest 0.25 Backpack 0.05 Pills 0.05 Medpack 0.05 Syringe 0.05 MilitaryBarter 0.01 Data 0.05 Turret 0.05 Cyborg 0.05 Mine 0.05		6	90	10	0	10 14 -0.75 0.00	blunt 4 pierce 4 lacer 4	0.25	0.3	0.04	1	0		FALSE	FALSE		1 3	Industrial 5 Combat 25 None 70	1 1	Basic 40 None 60		
quest_cresist_agent	man		corp_civres	human_military	0	Common 2 Military 4 Faction 4	100 100	None 1	None 1	None 1	None 1	None 1	None 1	4 16	0 2		military_pistol_3 sbn_light_armor_1 sbn_light_helmet_1 sbn_light_pants_1 common_boots_1 quest_redChip	6	110	10	0	10 14 -0.75 0.00	blunt 6 pierce 6 lacer 6 fire 2 cold 2 poison 2 shock 2 beam 2	0.25	0.27	0.04	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_pirate_commander	man		class_military	human_military	0	Military 0.2 UnchainedBelt 0.8 Common 0.1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	8 20	0 2	Food 0.20 Drink 0.20 ThrowableWeapon 0.10 Vest 0.20 Backpack 0.05 Pills 0.05 Medpack 0.05 Syringe 0.05 MilitaryBarter 0.01 Data 0.05 Turret 0.05 Cyborg 0.05	pirates_autogun_1 trash_club_1 pirates_medium_armor_2 pirates_medium_helmet_2 pirates_medium_pants_2 pirates_medium_boots_2	6	110	10	0	10 14 -0.75 0.00	blunt 2 pierce 2 lacer 2 fire 6 cold 6 poison 6 shock 6 beam 6	0.25	0.27	0.04	1	0		FALSE	FALSE		0 3	Industrial 5 Combat 15 Recreation 15 None 65	1 1	Basic 40 None 60		
quest_GodBuilders_reuben	man		corp_civres	human_military	0	CResistance 0.9 Common 0.1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	30 40	0 2	Food 0.10 Drink 0.10 Grenade 0.10 Pills 0.05 Medpack 0.05	civ_heavy_helmet_1 civ_heavy_armor_1 civ_heavy_pants_1 civ_heavy_boots_1 laser_pistol_2	6	165	30	1	4 6 -0.15 0.05	beam 5	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_GodBuilders_simeon	man		corp_civres	human_military	0	CResistance 0.9 Common 0.1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	50 80	0 2	Food 0.10 Drink 0.10 Grenade 0.10 Pills 0.05 Medpack 0.05	civ_heavy_helmet_1 civ_heavy_armor_1 civ_heavy_pants_1 civ_heavy_boots_1 plasma_hmg_1	6	100	30	1	4 6 -0.15 0.05	beam 5	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100	battleCyborg_head cyborg_feet recreationCyborg_guts	recoil_suppressor integrated_magazine reinforced_epidermis
quest_GodBuilders_zebulun	man		corp_civres	human_military	0	CResistance 0.9 Common 0.1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	30 50	0 2	Food 0.10 Drink 0.10 Grenade 0.10 Pills 0.05 Medpack 0.05	civ_heavy_helmet_1 civ_heavy_armor_1 civ_heavy_pants_1 civ_heavy_boots_1 civ_plasma_assault_1 civ_powerfist_1	6	85	30	1	4 6 -0.15 0.05	beam 5	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_GodBuilders_leah	woman		corp_civres	human_military	0	CResistance 0.9 Common 0.1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	45 60	0 2	Food 0.10 Drink 0.10 Grenade 0.10 Pills 0.05 Medpack 0.05	civ_heavy_helmet_1 civ_heavy_armor_1 civ_heavy_pants_1 civ_heavy_boots_1 civ_marksman_1 common_knife_1	8	85	30	1	4 6 -0.15 0.05	beam 5	0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
